month,uf,code,qty,weight
202407,SE,28,465,0.010075136612021859
202407,SP,35,18625,0.5269239526411658
202407,TO,17,137,0.0007399817850637523
202408,AC,12,127,0.0004553734061930783
202408,AL,27,215,0.002959927140255009
202408,AM,13,1691,0.044968123861566484
202408,AP,16,282,0.004866803278688525
202408,BA,29,2436,0.0661714480874317
202408,CE,23,1241,0.032160746812386155
202408,DF,53,1348,0.03520605646630237
202408,ES,32,2563,0.06978597449908926
202408,GO,52,1207,0.031193078324225864
202408,MA,21,895,0.022313296903460837
202408,MG,31,7853,0.22034380692167577
202408,MS,50,1290,0.03355532786885246
202408,MT,51,1636,0.043402777777777776
202408,PA,15,2955,0.08094262295081968
202408,PB,25,474,0.010331284153005464
202408,PE,26,665,0.01576730418943534
202408,PI,22,282,0.004866803278688525
202408,PR,41,1757,0.046846539162112934
202408,RJ,33,6213,0.17366803278688525
202408,RN,24,957,0.024077868852459015
202408,RO,11,384,0.007769808743169399
202408,RR,14,755,0.018328779599271403
202408,RS,43,5387,0.15015938069216758
202408,SC,42,2384,0.06469148451730419
202408,SE,28,469,0.010188979963570127
202408,SP,35,18452,0.5220002276867031
202408,TO,17,123,0.00034153005464480874
202409,AC,12,115,0.00011384335154826958
202409,AL,27,215,0.002959927140255009
202409,AM,13,1664,0.044199681238615667
202409,AP,16,282,0.004866803278688525
202409,BA,29,2356,0.0638945810564663
202409,CE,23,1215,0.031420765027322405
202409,DF,53,1352,0.035319899817850636
202409,ES,32,2506,0.06816370673952642
202409,GO,52,1206,0.031164617486338798
202409,MA,21,894,0.02228483606557377
202409,MG,31,7773,0.21806693989071038
202409,MS,50,1297,0.03375455373406193
202409,MT,51,1697,0.04513888888888889
202409,PA,15,2997,0.0821379781420765
202409,PB,25,450,0.009648224043715847
202409,PE,26,981,0.024760928961748634
202409,PI,22,263,0.004326047358834244
202409,PR,41,1793,0.04787112932604736
202409,RJ,33,6132,0.1713627049180328
202409,RN,24,943,0.023679417122040074
202409,RO,11,410,0.008509790528233151
202409,RR,14,775,0.01889799635701275
202409,RS,43,5397,0.15044398907103826
202409,SC,42,2411,0.065459927140255
202409,SE,28,469,0.010188979963570127
202409,SP,35,19001,0.5376252276867031
202409,TO,17,125,0.00039845173041894356
202410,AC,12,115,0.00011384335154826958
202410,AL,27,228,0.003329918032786885
202410,AM,13,1676,0.044541211293260476
202410,AP,16,278,0.004752959927140255
202410,BA,29,2328,0.06309767759562841
202410,CE,23,1167,0.030054644808743168
202410,DF,53,1355,0.03540528233151184
202410,ES,32,2460,0.06685450819672131
202410,GO,52,1204,0.03110769581056466
202410,MA,21,873,0.021687158469945355
202410,MG,31,7810,0.21911999089253187
202410,MS,50,1274,0.033099954462659384
202410,MT,51,1755,0.0467896174863388
202410,PA,15,3038,0.08330487249544627
202410,PB,25,446,0.009534380692167577
202410,PE,26,655,0.015482695810564663
202410,PI,22,265,0.004382969034608379
202410,PR,41,1754,0.04676115664845173
202410,RJ,33,6133,0.17139116575591987
202410,RN,24,934,0.023423269581056467
202410,RO,11,404,0.008339025500910747
202410,RR,14,766,0.018641848816029143
202410,RS,43,5492,0.15314776867030966
202410,SC,42,2456,0.06674066484517305
202410,SE,28,458,0.009875910746812386
202410,SP,35,19369,0.5480988160291439
202410,TO,17,119,0.00022768670309653916
202411,AC,12,112,2.8460837887067395e-05
202411,AL,27,210,0.0028176229508196722
202411,AM,13,1633,0.04331739526411658
202411,AP,16,259,0.0042122040072859745
202411,BA,29,2257,0.06107695810564663
202411,CE,23,1127,0.028916211293260472
202411,DF,53,1351,0.03529143897996357
202411,ES,32,2387,0.06477686703096538
202411,GO,52,1193,0.030794626593806922
202411,MA,21,842,0.020804872495446266
202411,MG,31,7716,0.21644467213114754
202411,MS,50,1260,0.032701502732240435
202411,MT,51,1786,0.04767190346083789
202411,PA,15,3013,0.08259335154826958
202411,PB,25,433,0.009164389799635702
202411,PE,26,648,0.015283469945355191
202411,PI,22,260,0.004240664845173042
202411,PR,41,1752,0.046704234972677595
202411,RJ,33,6179,0.17270036429872496
202411,RN,24,958,0.024106329690346085
202411,RO,11,397,0.008139799635701274
202411,RR,14,766,0.018641848816029143
202411,RS,43,5484,0.15292008196721313
202411,SC,42,2566,0.06987135701275045
202411,SE,28,435,0.009221311475409836
202411,SP,35,19443,0.5502049180327869
202411,TO,17,115,0.00011384335154826958
202412,AC,12,115,0.00011384335154826958
202412,AL,27,204,0.0026468579234972677
202412,AM,13,1626,0.04311816939890711
202412,AP,16,244,0.0037852914389799636
202412,BA,29,2245,0.06073542805100182
202412,CE,23,1075,0.02743624772313297
202412,DF,53,1336,0.03486452641165756
202412,ES,32,2375,0.06443533697632059
202412,GO,52,1205,0.03113615664845173
202412,MA,21,864,0.021431010928961748
202412,MG,31,7638,0.21422472677595628
202412,MS,50,1253,0.032502276867030964
202412,MT,51,1853,0.0495787795992714
202412,PA,15,3003,0.0823087431693989
202412,PB,25,439,0.009335154826958106
202412,PE,26,628,0.014714253187613843
202412,PI,22,260,0.004240664845173042
202412,PR,41,1730,0.04607809653916211
202412,RJ,33,6187,0.1729280510018215
202412,RN,24,987,0.024931693989071038
202412,RO,11,414,0.00862363387978142
202412,RR,14,797,0.01952413479052823
202412,RS,43,5490,0.1530908469945355
202412,SC,42,2692,0.07345742258652095
202412,SE,28,422,0.00885132058287796
202412,SP,35,19761,0.5592554644808743
202412,TO,17,111,0.0
202501,AC,12,123,0.00034153005464480874
202501,AL,27,210,0.0028176229508196722
202501,AM,13,1678,0.04459813296903461
202501,AP,16,273,0.004610655737704918
202501,BA,29,2676,0.07300204918032786
202501,CE,23,1056,0.026895491803278687
202501,DF,53,1342,0.03503529143897997
202501,ES,32,2401,0.06517531876138434
202501,GO,52,1248,0.032359972677595626
202501,MA,21,960,0.024163251366120218
202501,MG,31,8680,0.2438809198542805
202501,MS,50,1314,0.034238387978142076
202501,MT,51,1904,0.05103028233151184
202501,PA,15,3180,0.08734631147540983
202501,PB,25,455,0.009790528233151184
202501,PE,26,755,0.018328779599271403
202501,PI,22,249,0.003927595628415301
202501,PR,41,1817,0.04855418943533698
202501,RJ,33,6864,0.1921960382513661
202501,RN,24,1268,0.03292918943533698
202501,RO,11,450,0.009648224043715847
202501,RR,14,805,0.019751821493624772
202501,RS,43,6070,0.16959813296903462
202501,SC,42,3234,0.08888319672131148
202501,SE,28,420,0.008794398907103824
202501,SP,35,24749,0.7012181238615665
202501,TO,17,113,5.692167577413479e-05
202502,AC,12,130,0.0005407559198542805
202502,AL,27,208,0.0027607012750455375
202502,AM,13,1811,0.048383424408014575
202502,AP,16,301,0.005407559198542805
202502,BA,29,3117,0.0855532786885246
202502,CE,23,1061,0.027037795992714025
202502,DF,53,1351,0.03529143897996357
202502,ES,32,2401,0.06517531876138434
202502,GO,52,1303,0.033925318761384333
202502,MA,21,1093,0.02794854280510018
202502,MG,31,9633,0.27100409836065575
202502,MS,50,1363,0.03563296903460838
202502,MT,51,1909,0.05117258652094717
202502,PA,15,3401,0.09363615664845173
202502,PB,25,468,0.01016051912568306
202502,PE,26,837,0.020662568306010928
202502,PI,22,249,0.003927595628415301
202502,PR,41,1880,0.050347222222222224
202502,RJ,33,7432,0.2083617941712204
202502,RN,24,1535,0.04052823315118397
202502,RO,11,465,0.010075136612021859
202502,RR,14,825,0.02032103825136612
202502,RS,43,6618,0.18519467213114754
202502,SC,42,3787,0.10462204007285975
202502,SE,28,427,0.008993624772313297
202502,SP,35,28518,0.8084870218579235
202502,TO,17,119,0.00022768670309653916
202503,AC,12,133,0.0006261384335154827
202503,AL,27,213,0.0029030054644808745
202503,AM,13,1745,0.046505009107468125
202503,AP,16,297,0.005293715846994535
202503,BA,29,3307,0.0909608378870674
202503,CE,23,1054,0.026838570127504555
202503,DF,53,1333,0.034779143897996356
202503,ES,32,2321,0.06289845173041894
202503,GO,52,1299,0.03381147540983607
202503,MA,21,1078,0.027521630236794173
202503,MG,31,9782,0.2752447632058288
202503,MS,50,1371,0.035860655737704916
202503,MT,51,1859,0.049749544626593804
202503,PA,15,3351,0.09221311475409837
202503,PB,25,472,0.01027436247723133
202503,PE,26,881,0.021914845173041896
202503,PI,22,251,0.003984517304189436
202503,PR,41,1915,0.05134335154826958
202503,RJ,33,7653,0.2146516393442623
202503,RN,24,1671,0.04439890710382514
202503,RO,11,456,0.009818989071038252
202503,RR,14,771,0.01878415300546448
202503,RS,43,6766,0.18940687613843352
202503,SC,42,3946,0.10914731329690346
202503,SE,28,424,0.008908242258652095
202503,SP,35,30303,0.8592896174863388
202503,TO,17,123,0.00034153005464480874
202504,AC,12,142,0.0008822859744990893
202504,AL,27,211,0.0028460837887067394
202504,AM,13,1704,0.04533811475409836
202504,AP,16,310,0.005663706739526412
202504,BA,29,3341,0.09192850637522769
202504,CE,23,1061,0.027037795992714025
202504,DF,53,1312,0.034181466302367944
202504,ES,32,2332,0.06321152094717669
202504,GO,52,1312,0.034181466302367944
202504,MA,21,1110,0.028432377049180328
202504,MG,31,9981,0.2809084699453552
202504,MS,50,1393,0.0364867941712204
202504,MT,51,1874,0.05017645719489982
202504,PA,15,3352,0.09224157559198543
202504,PB,25,449,0.00961976320582878
202504,PE,26,913,0.02282559198542805
202504,PI,22,257,0.004155282331511839
202504,PR,41,1915,0.05134335154826958
202504,RJ,33,7785,0.2184084699453552
202504,RN,24,1697,0.04513888888888889
202504,RO,11,468,0.01016051912568306
202504,RR,14,758,0.018414162112932606
202504,RS,43,6852,0.1918545081967213
202504,SC,42,4017,0.11116803278688525
202504,SE,28,424,0.008908242258652095
202504,SP,35,30690,0.8703039617486339
202504,TO,17,131,0.000569216757741348
202505,AC,12,173,0.0017645719489981786
202505,AL,27,217,0.003016848816029144
202505,AM,13,1765,0.04707422586520947
202505,AP,16,321,0.005976775956284153
202505,BA,29,3580,0.0987306466302368
202505,CE,23,1153,0.029656193078324226
202505,DF,53,1396,0.0365721766848816
202505,ES,32,2403,0.06523224043715847
202505,GO,52,1387,0.036316029143898
202505,MA,21,1153,0.029656193078324226
202505,MG,31,10496,0.2955658014571949
202505,MS,50,1431,0.03756830601092896
202505,MT,51,1964,0.05273793260473588
202505,PA,15,3474,0.09571379781420765
202505,PB,25,468,0.01016051912568306
202505,PE,26,947,0.023793260473588342
202505,PI,22,283,0.004895264116575592
202505,PR,41,1989,0.053449453551912565
202505,RJ,33,8197,0.23013433515482695
202505,RN,24,1774,0.04733037340619308
202505,RO,11,481,0.010530510018214936
202505,RR,14,794,0.01943875227686703
202505,RS,43,7114,0.19931124772313297
202505,SC,42,4187,0.1160063752276867
202505,SE,28,463,0.010018214936247723
202505,SP,35,31994,0.9074168943533698
202505,TO,17,138,0.0007684426229508197
202506,AC,12,205,0.0026753187613843352
202506,AL,27,263,0.004326047358834244
202506,AM,13,1837,0.049123406193078326
202506,AP,16,325,0.006090619307832423
202506,BA,29,3973,0.10991575591985428
202506,CE,23,1273,0.03307149362477231
202506,DF,53,1546,0.040841302367941715
202506,ES,32,2612,0.07118055555555555
202506,GO,52,1542,0.04072745901639344
202506,MA,21,1209,0.03125
202506,MG,31,11611,0.32729963570127507
202506,MS,50,1550,0.04095514571948998
202506,MT,51,2074,0.055868624772313295
202506,PA,15,3658,0.10095059198542805
202506,PB,25,498,0.011014344262295082
202506,PE,26,1111,0.028460837887067394
202506,PI,22,312,0.005720628415300547
202506,PR,41,2167,0.05851548269581056
202506,RJ,33,8931,0.2510245901639344
202506,RN,24,1854,0.04960724043715847
202506,RO,11,473,0.010302823315118398
202506,RR,14,842,0.020804872495446266
202506,RS,43,7704,0.21610314207650272
202506,SC,42,4485,0.1244877049180328
202506,SE,28,517,0.011555100182149362
202506,SP,35,35247,1.0
202506,TO,17,156,0.0012807377049180327
202507,AC,12,226,0.0032729963570127503
202507,AL,27,268,0.004468351548269581
202507,AM,13,1817,0.04855418943533698
202507,AP,16,330,0.0062329234972677595
202507,BA,29,3130,0.08592326958105646
202507,CE,23,1236,0.03201844262295082
202507,DF,53,1487,0.039162112932604735
202507,ES,32,2610,0.07112363387978142
202507,GO,52,1527,0.040300546448087435
202507,MA,21,1193,0.030794626593806922
202507,MG,31,9858,0.2774077868852459
202507,MS,50,1534,0.040499772313296906
202507,MT,51,2154,0.05814549180327869
202507,PA,15,3666,0.1011782786885246
202507,PB,25,463,0.010018214936247723
202507,PE,26,876,0.021772540983606557
202507,PI,22,311,0.005692167577413479
202507,PR,41,2062,0.055527094717668486
202507,RJ,33,7704,0.21610314207650272
202507,RN,24,1125,0.02885928961748634
202507,RO,11,448,0.009591302367941713
202507,RR,14,880,0.021886384335154826
202507,RS,43,6472,0.1810393897996357
202507,SC,42,3336,0.09178620218579235
202507,SE,28,530,0.01192509107468124
202507,SP,35,27311,0.7741347905282332
202507,TO,17,146,0.000996129326047359
202508,AC,12,235,0.003529143897996357
202508,AL,27,251,0.003984517304189436
202508,AM,13,1732,0.04613501821493625
202508,AP,16,317,0.005862932604735883
202508,BA,29,3404,0.09372153916211293
202508,CE,23,1245,0.03227459016393443
202508,DF,53,1530,0.040385928961748634
202508,ES,32,2624,0.07152208561020036
202508,GO,52,1540,0.04067053734061931
202508,MA,21,1167,0.030054644808743168
202508,MG,31,10506,0.2958504098360656
202508,MS,50,1500,0.03953210382513661
202508,MT,51,2143,0.057832422586520944
202508,PA,15,3663,0.10109289617486339
202508,PB,25,482,0.010558970856102004
202508,PE,26,970,0.024447859744990894
202508,PI,22,323,0.006033697632058288
202508,PR,41,2105,0.056750910746812384
202508,RJ,33,8130,0.22822745901639344
202508,RN,24,1236,0.03201844262295082
202508,RO,11,419,0.008765938069216758
202508,RR,14,867,0.02151639344262295
202508,RS,43,6943,0.19444444444444445
202508,SC,42,3530,0.09730760473588343
202508,SE,28,531,0.011953551912568305
202508,SP,35,29893,0.8476206739526412
202508,TO,17,138,0.0007684426229508197
